upgrade_id,building_id,electricity_kwh,month,day,hour
0,1,1.008,1,19,10
0,1,0.592,1,19,11
0,1,1.176,1,19,12
0,1,1.668,1,19,13
0,1,1.097,1,19,14
0,1,0.991,1,19,15
0,1,0.645,1,19,16
0,1,1.281,1,19,17
0,1,1.3130000000000002,1,19,18
0,1,2.394,1,19,19
0,1,1.72,1,19,20
0,1,1.794,1,19,21
0,1,0.708,1,19,22
0,1,0.516,1,19,23
0,1,0.7569999999999999,1,20,0
0,1,0.357,1,20,1
0,1,0.356,1,20,2
0,1,0.353,1,20,3
0,1,0.349,1,20,4
0,1,0.35,1,20,5
0,1,0.357,1,20,6
0,1,0.7589999999999999,1,20,7
0,1,0.474,1,20,8
0,1,0.526,1,20,9
0,1,0.97,1,20,10
0,1,0.567,1,20,11
0,1,0.558,1,20,12
0,1,0.556,1,20,13
0,1,1.046,1,20,14
0,1,0.906,1,20,15
0,1,0.695,1,20,16
0,1,2.389,1,20,17
0,1,1.081,1,20,18
0,1,0.387,1,20,19
0,1,0.793,1,20,20
0,1,1.3450000000000002,1,20,21
0,1,1.12,1,20,22
0,1,0.4449999999999999,1,20,23
0,1,0.356,1,21,0
0,1,0.353,1,21,1
0,1,0.35,1,21,2
0,1,0.349,1,21,3
0,1,0.345,1,21,4
0,1,0.347,1,21,5
0,1,0.8240000000000001,1,21,6
0,1,1.12,1,21,7
0,1,0.824,1,21,8
0,1,1.29,1,21,9
0,1,1.0699999999999998,1,21,10
0,1,0.5880000000000001,1,21,11
0,1,1.019,1,21,12
0,1,0.993,1,21,13
0,1,0.7870000000000001,1,21,14
0,1,0.922,1,21,15
0,1,1.118,1,21,16
0,1,1.114,1,21,17
0,1,1.819,1,21,18
0,1,3.46,1,21,19
0,1,3.141,1,21,20
0,1,1.566,1,21,21
0,1,1.4260000000000002,1,21,22
0,1,1.189,1,21,23
0,1,1.385,1,22,0
0,1,0.4469999999999999,1,22,1
0,1,0.7230000000000001,1,22,2
0,1,0.4439999999999999,1,22,3
0,1,0.361,1,22,4
0,1,0.925,1,22,5
0,1,0.386,1,22,6
0,1,0.378,1,22,7
0,1,0.371,1,22,8
0,1,0.7499999999999999,1,22,9
0,1,0.529,1,22,10
0,1,0.582,1,22,11
0,1,0.578,1,22,12
0,1,0.579,1,22,13
0,1,0.58,1,22,14
0,1,0.595,1,22,15
0,1,1.107,1,22,16
0,1,1.664,1,22,17
0,1,2.106,1,22,18
0,1,2.148,1,22,19
0,1,2.403,1,22,20
0,1,1.6799999999999995,1,22,21
0,1,0.792,1,22,22
0,1,0.4569999999999999,1,22,23
0,1,0.8079999999999999,1,23,0
0,1,0.362,1,23,1
0,1,0.364,1,23,2
0,1,0.7599999999999999,1,23,3
0,1,0.368,1,23,4
0,1,0.372,1,23,5
0,1,0.378,1,23,6
0,1,0.982,1,23,7
0,1,0.668,1,23,8
0,1,1.176,1,23,9
0,1,0.59,1,23,10
0,1,0.583,1,23,11
0,1,0.5179999999999999,1,23,12
0,1,0.7669999999999999,1,23,13
0,1,1.025,1,23,14
0,1,1.045,1,23,15
0,1,0.662,1,23,16
0,1,0.7730000000000001,1,23,17
0,1,1.582,1,23,18
0,1,1.7880000000000005,1,23,19
0,1,1.6270000000000002,1,23,20
0,1,0.919,1,23,21
0,1,0.437,1,23,22
0,1,0.407,1,23,23
0,1,0.8019999999999999,1,24,0
0,1,0.381,1,24,1
0,1,0.377,1,24,2
0,1,0.373,1,24,3
0,1,0.373,1,24,4
0,1,0.375,1,24,5
0,1,0.8320000000000001,1,24,6
0,1,0.6010000000000001,1,24,7
0,1,1.075,1,24,8
0,1,0.599,1,24,9
0,1,1.4,1,24,10
0,1,0.639,1,24,11
0,1,0.993,1,24,12
0,1,0.98,1,24,13
0,1,1.089,1,24,14
0,1,0.583,1,24,15
0,1,0.633,1,24,16
0,1,1.646,1,24,17
0,1,2.126,1,24,18
0,1,0.516,1,24,19
0,1,2.232,1,24,20
0,1,1.142,1,24,21
0,1,1.128,1,24,22
0,1,0.5409999999999999,1,24,23
0,1,0.4339999999999999,1,25,0
0,1,0.384,1,25,1
0,1,0.351,1,25,2
0,1,0.349,1,25,3
0,1,0.345,1,25,4
0,1,0.565,1,25,5
0,1,1.261,1,25,6
0,1,0.7830000000000001,1,25,7
0,1,1.297,1,25,8
0,1,1.072,1,25,9
0,1,1.408,1,25,10
0,1,0.7910000000000001,1,25,11
0,1,1.283,1,25,12
0,1,1.028,1,25,13
0,1,0.559,1,25,14
0,1,0.5720000000000001,1,25,15
0,1,0.621,1,25,16
0,1,1.355,1,25,17
0,1,2.398,1,25,18
0,1,1.7919999999999998,1,25,19
0,1,1.289,1,25,20
0,1,1.647,1,25,21
0,1,0.4879999999999999,1,25,22
0,1,0.376,1,25,23
0,1,0.82,1,26,0
0,1,0.349,1,26,1
0,1,0.348,1,26,2
0,1,0.345,1,26,3
0,1,0.341,1,26,4
0,1,0.3429999999999999,1,26,5
0,1,0.91,1,26,6
0,1,0.5690000000000001,1,26,7
0,1,0.693,1,26,8
0,1,0.915,1,26,9
0,1,0.988,1,26,10
0,1,0.564,1,26,11
0,1,0.949,1,26,12
0,1,0.371,1,26,13
0,1,0.277,1,26,14
0,1,0.7170000000000001,1,26,15
0,1,0.311,1,26,16
0,1,1.202,1,26,17
0,1,0.835,1,26,18
0,1,0.999,1,26,19
0,1,1.731,1,26,20
0,1,1.098,1,26,21
0,1,1.396,1,26,22
0,1,0.6900000000000001,1,26,23
0,1,0.486,1,27,0
0,1,0.361,1,27,1
0,1,0.347,1,27,2
0,1,0.347,1,27,3
0,1,0.7379999999999999,1,27,4
0,1,0.348,1,27,5
0,1,0.402,1,27,6
0,1,1.355,1,27,7
0,1,3.746,1,27,8
0,1,0.766,1,27,9
0,1,0.573,1,27,10
0,1,0.98,1,27,11
0,1,0.446,1,27,12
0,1,0.505,1,27,13
0,1,0.679,1,27,14
0,1,0.819,1,27,15
0,1,1.303,1,27,16
0,1,1.118,1,27,17
0,1,1.7220000000000002,1,27,18
0,1,1.871,1,27,19
0,1,1.887,1,27,20
0,1,1.544,1,27,21
0,1,1.379,1,27,22
0,1,1.155,1,27,23
0,1,0.8429999999999999,1,28,0
0,1,0.369,1,28,1
0,1,0.368,1,28,2
0,1,0.367,1,28,3
0,1,0.365,1,28,4
0,1,0.367,1,28,5
0,1,0.377,1,28,6
0,1,0.385,1,28,7
0,1,0.371,1,28,8
0,1,0.53,1,28,9
0,1,0.555,1,28,10
0,1,0.335,1,28,11
0,1,1.847,1,28,12
0,1,3.898,1,28,13
0,1,2.72,1,28,14
0,1,1.258,1,28,15
0,1,2.207,1,28,16
0,1,1.2220000000000002,1,28,17
0,1,0.853,1,28,18
0,1,0.893,1,28,19
0,1,0.923,1,28,20
0,1,0.6559999999999999,1,28,21
0,1,1.481,1,28,22
0,1,0.395,1,28,23
0,1,0.375,1,29,0
0,1,0.369,1,29,1
0,1,0.368,1,29,2
0,1,0.368,1,29,3
0,1,0.365,1,29,4
0,1,0.367,1,29,5
0,1,0.503,1,29,6
0,1,1.048,1,29,7
0,1,1.121,1,29,8
0,1,1.194,1,29,9
0,1,0.632,1,29,10
0,1,0.327,1,29,11
0,1,0.767,1,29,12
0,1,0.7589999999999999,1,29,13
0,1,0.502,1,29,14
0,1,0.988,1,29,15
0,1,0.622,1,29,16
0,1,0.942,1,29,17
0,1,0.847,1,29,18
0,1,1.279,1,29,19
0,1,1.587,1,29,20
0,1,1.641,1,29,21
0,1,0.925,1,29,22
0,1,1.14,1,29,23
0,1,0.359,1,30,0
0,1,0.353,1,30,1
0,1,0.357,1,30,2
0,1,0.362,1,30,3
0,1,0.345,1,30,4
0,1,0.347,1,30,5
0,1,0.748,1,30,6
0,1,1.032,1,30,7
0,1,1.352,1,30,8
0,1,0.7649999999999999,1,30,9
0,1,1.201,1,30,10
0,1,0.928,1,30,11
0,1,2.21,1,30,12
0,1,0.553,1,30,13
0,1,1.0,1,30,14
0,1,0.5750000000000001,1,30,15
0,1,1.065,1,30,16
0,1,1.0379999999999998,1,30,17
0,1,1.3010000000000002,1,30,18
0,1,2.267,1,30,19
0,1,1.296,1,30,20
0,1,1.111,1,30,21
0,1,1.204,1,30,22
0,1,0.4539999999999999,1,30,23
0,1,0.363,1,31,0
0,1,0.7729999999999999,1,31,1
0,1,0.356,1,31,2
0,1,0.353,1,31,3
0,1,0.349,1,31,4
0,1,0.419,1,31,5
0,1,0.607,1,31,6
0,1,0.908,1,31,7
0,1,0.97,1,31,8
0,1,1.117,1,31,9
0,1,1.006,1,31,10
0,1,0.555,1,31,11
0,1,1.074,1,31,12
0,1,0.815,1,31,13
0,1,0.953,1,31,14
0,1,0.332,1,31,15
0,1,0.8109999999999999,1,31,16
0,1,0.901,1,31,17
0,1,1.315,1,31,18
0,1,0.885,1,31,19
0,1,0.844,1,31,20
0,1,0.503,1,31,21
0,1,0.413,1,31,22
0,1,0.84,1,31,23
0,1,0.366,2,1,0
0,1,0.361,2,1,1
0,1,0.36,2,1,2
0,1,0.7539999999999999,2,1,3
0,1,0.357,2,1,4
0,1,0.416,2,1,5
0,1,0.369,2,1,6
0,1,0.377,2,1,7
0,1,0.365,2,1,8
0,1,0.346,2,1,9
0,1,0.734,2,1,10
0,1,0.511,2,1,11
0,1,0.887,2,1,12
0,1,0.567,2,1,13
0,1,0.571,2,1,14
0,1,0.6389999999999999,2,1,15
0,1,0.87,2,1,16
0,1,1.182,2,1,17
0,1,1.569,2,1,18
0,1,0.869,2,1,19
0,1,1.801,2,1,20
0,1,1.979,2,1,21
0,1,1.117,2,1,22
0,1,0.7959999999999999,2,1,23
0,1,0.366,2,2,0
0,1,0.361,2,2,1
0,1,0.829,2,2,2
0,1,0.357,2,2,3
0,1,0.353,2,2,4
0,1,0.355,2,2,5
0,1,0.407,2,2,6
0,1,0.413,2,2,7
0,1,0.364,2,2,8
0,1,0.351,2,2,9
0,1,0.7399999999999999,2,2,10
0,1,0.514,2,2,11
0,1,0.568,2,2,12
0,1,0.568,2,2,13
0,1,0.571,2,2,14
0,1,0.7549999999999999,2,2,15
0,1,0.873,2,2,16
0,1,1.4820000000000002,2,2,17
0,1,1.377,2,2,18
0,1,1.884,2,2,19
0,1,1.322,2,2,20
0,1,1.693,2,2,21
0,1,0.566,2,2,22
0,1,3.725,2,2,23
0,1,4.237,2,3,0
0,1,0.612,2,3,1
0,1,0.368,2,3,2
0,1,0.368,2,3,3
0,1,0.7569999999999999,2,3,4
0,1,0.415,2,3,5
0,1,0.518,2,3,6
0,1,0.425,2,3,7
0,1,0.375,2,3,8
0,1,0.363,2,3,9
0,1,0.7739999999999999,2,3,10
0,1,0.353,2,3,11
0,1,0.348,2,3,12
0,1,0.407,2,3,13
0,1,0.8069999999999999,2,3,14
0,1,0.797,2,3,15
0,1,0.625,2,3,16
0,1,0.732,2,3,17
0,1,1.3590000000000002,2,3,18
0,1,0.94,2,3,19
0,1,2.238,2,3,20
0,1,1.634,2,3,21
0,1,2.048,2,3,22
0,1,0.7490000000000001,2,3,23
0,1,0.533,2,4,0
0,1,0.4309999999999999,2,4,1
0,1,0.381,2,4,2
0,1,0.372,2,4,3
0,1,0.37,2,4,4
0,1,0.769,2,4,5
0,1,0.398,2,4,6
0,1,0.556,2,4,7
0,1,0.612,2,4,8
0,1,0.542,2,4,9
0,1,1.043,2,4,10
0,1,0.914,2,4,11
0,1,0.473,2,4,12
0,1,0.6459999999999999,2,4,13
0,1,0.363,2,4,14
0,1,0.364,2,4,15
0,1,1.0579999999999998,2,4,16
0,1,1.034,2,4,17
0,1,1.2240000000000002,2,4,18
0,1,1.747,2,4,19
0,1,1.36,2,4,20
0,1,1.656,2,4,21
0,1,1.584,2,4,22
0,1,0.667,2,4,23
0,1,0.906,2,5,0
0,1,0.416,2,5,1
0,1,0.392,2,5,2
0,1,0.389,2,5,3
0,1,0.952,2,5,4
0,1,1.4449999999999998,2,5,5
0,1,0.978,2,5,6
0,1,1.085,2,5,7
0,1,0.628,2,5,8
0,1,0.946,2,5,9
0,1,2.765,2,5,10
0,1,3.772,2,5,11
0,1,1.921,2,5,12
0,1,1.442,2,5,13
0,1,1.007,2,5,14
0,1,1.039,2,5,15
0,1,1.055,2,5,16
0,1,1.396,2,5,17
0,1,1.64,2,5,18
0,1,2.244,2,5,19
0,1,1.957,2,5,20
0,1,1.703,2,5,21
0,1,1.176,2,5,22
0,1,1.045,2,5,23
0,1,0.381,2,6,0
0,1,0.379,2,6,1
0,1,0.38,2,6,2
0,1,0.38,2,6,3
0,1,0.381,2,6,4
0,1,0.864,2,6,5
0,1,1.164,2,6,6
0,1,0.655,2,6,7
0,1,1.043,2,6,8
0,1,0.604,2,6,9
0,1,0.976,2,6,10
0,1,0.567,2,6,11
0,1,0.392,2,6,12
0,1,0.56,2,6,13
0,1,1.137,2,6,14
0,1,0.783,2,6,15
0,1,1.152,2,6,16
0,1,1.028,2,6,17
0,1,1.645,2,6,18
0,1,1.3350000000000002,2,6,19
0,1,1.6230000000000002,2,6,20
0,1,0.81,2,6,21
0,1,1.2999999999999998,2,6,22
0,1,0.573,2,6,23
0,1,0.409,2,7,0
0,1,0.373,2,7,1
0,1,0.415,2,7,2
0,1,0.716,2,7,3
0,1,0.38,2,7,4
0,1,0.764,2,7,5
0,1,0.775,2,7,6
0,1,0.6420000000000001,2,7,7
0,1,3.777,2,7,8
0,1,2.631,2,7,9
0,1,1.7809999999999997,2,7,10
0,1,0.984,2,7,11
0,1,0.984,2,7,12
0,1,0.954,2,7,13
0,1,0.5630000000000001,2,7,14
0,1,0.5690000000000001,2,7,15
0,1,1.0459999999999998,2,7,16
0,1,1.371,2,7,17
0,1,1.458,2,7,18
0,1,1.269,2,7,19
0,1,1.419,2,7,20
0,1,1.005,2,7,21
0,1,0.8929999999999999,2,7,22
0,1,0.376,2,7,23
0,1,0.8579999999999999,2,8,0
0,1,0.349,2,8,1
0,1,0.348,2,8,2
0,1,0.345,2,8,3
0,1,0.341,2,8,4
0,1,0.34,2,8,5
0,1,1.0759999999999998,2,8,6
0,1,1.04,2,8,7
0,1,0.851,2,8,8
0,1,0.7739999999999999,2,8,9
0,1,1.1760000000000002,2,8,10
0,1,0.885,2,8,11
0,1,1.036,2,8,12
0,1,0.863,2,8,13
0,1,0.439,2,8,14
0,1,3.748,2,8,15
0,1,3.326,2,8,16
0,1,1.86,2,8,17
0,1,2.09,2,8,18
0,1,1.734,2,8,19
0,1,1.763,2,8,20
0,1,0.985,2,8,21
0,1,1.092,2,8,22
0,1,0.791,2,8,23
0,1,0.347,2,9,0
0,1,0.3429999999999999,2,9,1
0,1,0.341,2,9,2
0,1,0.34,2,9,3
0,1,0.336,2,9,4
0,1,0.335,2,9,5
0,1,0.915,2,9,6
0,1,1.037,2,9,7
0,1,0.398,2,9,8
0,1,0.504,2,9,9
0,1,0.946,2,9,10
